Pred_velo,Prey_velo,PredN,PreyN,Speed,Prey_vis,Pred_vis,Encounter,Enc_sd
0.0001,1.0e-5,100,300,10.0,1.0,0.5,502.1,12.022663783223933
0.0001,1.0e-5,100,400,10.0,1.0,0.5,555.4,16.11900189907
0.0001,1.0e-5,100,500,10.0,1.0,0.5,581.1,13.118688958886096
0.0001,1.0e-5,100,600,10.0,1.0,0.5,610.4,19.727026019031747
0.0001,1.0e-5,100,700,10.0,1.0,0.5,633.5,20.59260924592985
0.0001,1.0e-5,100,800,10.0,1.0,0.5,651.6,11.286176402031726
0.0001,1.0e-5,100,900,10.0,1.0,0.5,660.0,18.873850222522755
0.0001,3.0e-5,100,25,3.3333333333333335,0.0,0.5,126.8,8.59974159818512
0.0001,3.0e-5,100,50,3.3333333333333335,0.0,0.5,216.5,8.695464973830388
0.0001,3.0e-5,100,75,3.3333333333333335,0.0,0.5,280.6,11.616080807799733
0.0001,3.0e-5,100,100,3.3333333333333335,0.0,0.5,340.0,20.401524997465806
0.0001,3.0e-5,100,200,3.3333333333333335,0.0,0.5,481.9,18.082834094491076
0.0001,3.0e-5,100,300,3.3333333333333335,0.0,0.5,566.3,19.067424227374463
0.0001,3.0e-5,100,400,3.3333333333333335,0.0,0.5,614.1,9.982762921934766
0.0001,3.0e-5,100,500,3.3333333333333335,0.0,0.5,648.1,21.205083248022287
0.0001,3.0e-5,100,600,3.3333333333333335,0.0,0.5,685.5,19.004385458800467
0.0001,3.0e-5,100,700,3.3333333333333335,0.0,0.5,709.0,14.854853303438128
0.0001,3.0e-5,100,800,3.3333333333333335,0.0,0.5,735.0,19.79898987322333
0.0001,3.0e-5,100,900,3.3333333333333335,0.0,0.5,758.5,17.031017455089273
0.0001,3.0e-5,100,25,3.3333333333333335,0.0001,0.5,104.8,4.9170903772228725
0.0001,3.0e-5,100,50,3.3333333333333335,0.0001,0.5,163.3,6.6340870593557275
0.0001,3.0e-5,100,75,3.3333333333333335,0.0001,0.5,220.2,14.03012631605448
0.0001,3.0e-5,100,100,3.3333333333333335,0.0001,0.5,252.7,8.641630504585219
0.0001,3.0e-5,100,200,3.3333333333333335,0.0001,0.5,343.2,10.411532067856294
0.0001,3.0e-5,100,300,3.3333333333333335,0.0001,0.5,380.6,20.034414834922874
0.0001,3.0e-5,100,400,3.3333333333333335,0.0001,0.5,408.8,10.368756488176926
0.0001,3.0e-5,100,500,3.3333333333333335,0.0001,0.5,433.5,16.413070672146908
0.0001,3.0e-5,100,600,3.3333333333333335,0.0001,0.5,436.4,16.97187215496406
0.0001,3.0e-5,100,700,3.3333333333333335,0.0001,0.5,451.8,10.860734577161692
0.0001,3.0e-5,100,800,3.3333333333333335,0.0001,0.5,466.3,12.87590342029983
0.0001,3.0e-5,100,900,3.3333333333333335,0.0001,0.5,473.6,14.803903389159075
0.0001,3.0e-5,100,25,3.3333333333333335,0.001,0.5,93.7,9.006787563955431
0.0001,3.0e-5,100,50,3.3333333333333335,0.001,0.5,148.0,11.88836966675134
0.0001,3.0e-5,100,75,3.3333333333333335,0.001,0.5,194.3,9.798525966241613
0.0001,3.0e-5,100,100,3.3333333333333335,0.001,0.5,222.8,16.437085440484204
0.0001,3.0e-5,100,200,3.3333333333333335,0.001,0.5,290.7,12.841339493993608
0.0001,3.0e-5,100,300,3.3333333333333335,0.001,0.5,318.2,11.525816432879903
0.0001,3.0e-5,100,400,3.3333333333333335,0.001,0.5,341.8,9.942054337230532
0.0001,3.0e-5,100,500,3.3333333333333335,0.001,0.5,363.8,11.792653080060767
0.0001,3.0e-5,100,600,3.3333333333333335,0.001,0.5,371.0,11.575836902790225
0.0001,3.0e-5,100,700,3.3333333333333335,0.001,0.5,386.6,12.903057346570575
0.0001,3.0e-5,100,800,3.3333333333333335,0.001,0.5,388.0,16.47219880080778
0.0001,3.0e-5,100,900,3.3333333333333335,0.001,0.5,397.5,16.932874009518354
0.0001,3.0e-5,100,25,3.3333333333333335,0.025,0.5,85.4,7.411702458499892
0.0001,3.0e-5,100,50,3.3333333333333335,0.025,0.5,140.2,11.033282980751165
0.0001,3.0e-5,100,75,3.3333333333333335,0.025,0.5,176.3,10.349986580774985
0.0001,3.0e-5,100,100,3.3333333333333335,0.025,0.5,204.9,8.55634916954136
0.0001,3.0e-5,100,200,3.3333333333333335,0.025,0.5,256.0,11.00504934614612
0.0001,3.0e-5,100,300,3.3333333333333335,0.025,0.5,295.6,12.580408048496148
0.0001,3.0e-5,100,400,3.3333333333333335,0.025,0.5,321.0,14.981470036162822
0.0001,3.0e-5,100,500,3.3333333333333335,0.025,0.5,330.2,14.218923228492999
0.0001,3.0e-5,100,600,3.3333333333333335,0.025,0.5,346.1,9.456919865015951
0.0001,3.0e-5,100,700,3.3333333333333335,0.025,0.5,358.7,9.405081368896049
0.0001,3.0e-5,100,800,3.3333333333333335,0.025,0.5,364.3,6.019413038937712
0.0001,3.0e-5,100,900,3.3333333333333335,0.025,0.5,381.0,15.762120556715853
0.0001,3.0e-5,100,25,3.3333333333333335,0.05,0.5,85.5,4.927248499698161
0.0001,3.0e-5,100,50,3.3333333333333335,0.05,0.5,132.4,8.113089560840693
0.0001,3.0e-5,100,75,3.3333333333333335,0.05,0.5,173.1,10.27888882883532
0.0001,3.0e-5,100,100,3.3333333333333335,0.05,0.5,196.4,6.239658110292049
0.0001,3.0e-5,100,200,3.3333333333333335,0.05,0.5,261.2,10.819735055289785
0.0001,3.0e-5,100,300,3.3333333333333335,0.05,0.5,296.3,10.143963722332607
0.0001,3.0e-5,100,400,3.3333333333333335,0.05,0.5,324.6,14.856349185150137
0.0001,3.0e-5,100,500,3.3333333333333335,0.05,0.5,331.7,7.36432843736164
0.0001,3.0e-5,100,600,3.3333333333333335,0.05,0.5,357.3,12.184233892845112
0.0001,3.0e-5,100,700,3.3333333333333335,0.05,0.5,360.3,11.245245909074447
0.0001,3.0e-5,100,800,3.3333333333333335,0.05,0.5,365.4,15.32753513560916
0.0001,3.0e-5,100,900,3.3333333333333335,0.05,0.5,378.4,9.179687721631202
0.0001,3.0e-5,100,25,3.3333333333333335,0.075,0.5,86.1,5.195083145522205
0.0001,3.0e-5,100,50,3.3333333333333335,0.075,0.5,138.2,10.633281086601006
0.0001,3.0e-5,100,75,3.3333333333333335,0.075,0.5,174.6,7.890923055426829
0.0001,3.0e-5,100,100,3.3333333333333335,0.075,0.5,201.3,4.295992965026311
0.0001,3.0e-5,100,200,3.3333333333333335,0.075,0.5,272.9,15.139719651007779
0.0001,3.0e-5,100,300,3.3333333333333335,0.075,0.5,290.7,13.157591809378424
0.0001,3.0e-5,100,400,3.3333333333333335,0.075,0.5,321.9,10.104454463255301
0.0001,3.0e-5,100,500,3.3333333333333335,0.075,0.5,342.4,12.402508706798887
0.0001,3.0e-5,100,600,3.3333333333333335,0.075,0.5,356.0,15.470401847829724
0.0001,3.0e-5,100,700,3.3333333333333335,0.075,0.5,360.2,9.68159766429763
0.0001,3.0e-5,100,800,3.3333333333333335,0.075,0.5,366.3,14.430292212333518
0.0001,3.0e-5,100,900,3.3333333333333335,0.075,0.5,376.5,14.886608448908405
0.0001,3.0e-5,100,25,3.3333333333333335,0.1,0.5,88.4,8.553102101317133
0.0001,3.0e-5,100,50,3.3333333333333335,0.1,0.5,140.5,10.362861037806542
0.0001,3.0e-5,100,75,3.3333333333333335,0.1,0.5,176.2,9.681597664297628
0.0001,3.0e-5,100,100,3.3333333333333335,0.1,0.5,206.4,14.893697399310295
0.0001,3.0e-5,100,200,3.3333333333333335,0.1,0.5,260.5,15.269795894728476
0.0001,3.0e-5,100,300,3.3333333333333335,0.1,0.5,306.3,15.434809144700601
0.0001,3.0e-5,100,400,3.3333333333333335,0.1,0.5,323.6,15.12319778059889
0.0001,3.0e-5,100,500,3.3333333333333335,0.1,0.5,337.4,14.182931839205727
0.0001,3.0e-5,100,600,3.3333333333333335,0.1,0.5,349.6,8.235424835563872
0.0001,3.0e-5,100,700,3.3333333333333335,0.1,0.5,363.6,16.581113754308948
0.0001,3.0e-5,100,800,3.3333333333333335,0.1,0.5,380.1,22.654163218073432
0.0001,3.0e-5,100,900,3.3333333333333335,0.1,0.5,383.1,19.86314286422077
0.0001,3.0e-5,100,25,3.3333333333333335,0.2,0.5,89.9,10.660935960578488
0.0001,3.0e-5,100,50,3.3333333333333335,0.2,0.5,144.5,12.376052143824648
0.0001,3.0e-5,100,75,3.3333333333333335,0.2,0.5,183.5,14.261447643520937
0.0001,3.0e-5,100,100,3.3333333333333335,0.2,0.5,201.5,8.263036837493694
0.0001,3.0e-5,100,200,3.3333333333333335,0.2,0.5,266.6,7.3363630105265525
0.0001,3.0e-5,100,300,3.3333333333333335,0.2,0.5,296.7,16.885562537926365
0.0001,3.0e-5,100,400,3.3333333333333335,0.2,0.5,326.5,12.186057606953941
0.0001,3.0e-5,100,500,3.3333333333333335,0.2,0.5,337.3,12.383232390795403
0.0001,3.0e-5,100,600,3.3333333333333335,0.2,0.5,353.9,7.015063158027239
0.0001,3.0e-5,100,700,3.3333333333333335,0.2,0.5,368.1,9.654590157594008
0.0001,3.0e-5,100,800,3.3333333333333335,0.2,0.5,375.4,16.06376183975735
0.0001,3.0e-5,100,900,3.3333333333333335,0.2,0.5,383.9,19.0114000887187
0.0001,3.0e-5,100,25,3.3333333333333335,0.4,0.5,90.0,6.018490028422596
0.0001,3.0e-5,100,50,3.3333333333333335,0.4,0.5,139.3,6.019413038937712
0.0001,3.0e-5,100,75,3.3333333333333335,0.4,0.5,180.1,12.956765714397163
0.0001,3.0e-5,100,100,3.3333333333333335,0.4,0.5,211.4,7.933053216343208
0.0001,3.0e-5,100,200,3.3333333333333335,0.4,0.5,280.5,11.559027256266468
0.0001,3.0e-5,100,300,3.3333333333333335,0.4,0.5,303.5,10.501322668015575
0.0001,3.0e-5,100,400,3.3333333333333335,0.4,0.5,324.5,14.961060568466841
0.0001,3.0e-5,100,500,3.3333333333333335,0.4,0.5,340.4,11.749231653365442
0.0001,3.0e-5,100,600,3.3333333333333335,0.4,0.5,357.2,6.957010852370435
0.0001,3.0e-5,100,700,3.3333333333333335,0.4,0.5,378.1,11.685223337379753
0.0001,3.0e-5,100,800,3.3333333333333335,0.4,0.5,378.1,12.931013537658643
0.0001,3.0e-5,100,900,3.3333333333333335,0.4,0.5,385.6,11.276327219248099
0.0001,3.0e-5,100,25,3.3333333333333335,0.6,0.5,89.4,8.971560003081342
0.0001,3.0e-5,100,50,3.3333333333333335,0.6,0.5,144.5,9.72111104761179
0.0001,3.0e-5,100,75,3.3333333333333335,0.6,0.5,179.8,9.840957496323435
0.0001,3.0e-5,100,100,3.3333333333333335,0.6,0.5,217.3,11.8794874562088
0.0001,3.0e-5,100,200,3.3333333333333335,0.6,0.5,267.7,11.700427342623003
0.0001,3.0e-5,100,300,3.3333333333333335,0.6,0.5,309.3,12.065101187585071
0.0001,3.0e-5,100,400,3.3333333333333335,0.6,0.5,328.7,20.188280428671153
0.0001,3.0e-5,100,500,3.3333333333333335,0.6,0.5,345.4,14.284412639112762
0.0001,3.0e-5,100,600,3.3333333333333335,0.6,0.5,352.7,13.416821945271211
0.0001,3.0e-5,100,700,3.3333333333333335,0.6,0.5,369.5,14.615440845595836
0.0001,3.0e-5,100,800,3.3333333333333335,0.6,0.5,384.4,13.582668695395943
0.0001,3.0e-5,100,900,3.3333333333333335,0.6,0.5,393.4,21.53653227012701
0.0001,3.0e-5,100,25,3.3333333333333335,0.8,0.5,87.9,7.908504564356301
0.0001,3.0e-5,100,50,3.3333333333333335,0.8,0.5,141.0,6.69991708074726
0.0001,3.0e-5,100,75,3.3333333333333335,0.8,0.5,181.8,11.0232078412371
0.0001,3.0e-5,100,100,3.3333333333333335,0.8,0.5,204.6,10.178408519999577
0.0001,3.0e-5,100,200,3.3333333333333335,0.8,0.5,276.2,9.840957496323435
0.0001,3.0e-5,100,300,3.3333333333333335,0.8,0.5,309.5,11.645218379708949
0.0001,3.0e-5,100,400,3.3333333333333335,0.8,0.5,322.6,7.662317607037123
0.0001,3.0e-5,100,500,3.3333333333333335,0.8,0.5,345.9,10.556198810809377
0.0001,3.0e-5,100,600,3.3333333333333335,0.8,0.5,364.4,14.773850773128402
0.0001,3.0e-5,100,700,3.3333333333333335,0.8,0.5,375.3,20.039128390892323
0.0001,3.0e-5,100,800,3.3333333333333335,0.8,0.5,382.8,16.45059944871986
0.0001,3.0e-5,100,900,3.3333333333333335,0.8,0.5,396.9,16.676330531624757
0.0001,3.0e-5,100,25,3.3333333333333335,1.0,0.5,90.1,3.956710193526379
0.0001,3.0e-5,100,50,3.3333333333333335,1.0,0.5,137.2,8.916900308465443
0.0001,3.0e-5,100,75,3.3333333333333335,1.0,0.5,186.4,7.7631608682718065
0.0001,3.0e-5,100,100,3.3333333333333335,1.0,0.5,206.8,9.271221901969316
0.0001,3.0e-5,100,200,3.3333333333333335,1.0,0.5,264.9,13.73114869355235
0.0001,3.0e-5,100,300,3.3333333333333335,1.0,0.5,314.4,10.319345371140985
0.0001,3.0e-5,100,400,3.3333333333333335,1.0,0.5,334.5,10.41633332799983
0.0001,3.0e-5,100,500,3.3333333333333335,1.0,0.5,350.1,14.12208672021714
0.0001,3.0e-5,100,600,3.3333333333333335,1.0,0.5,364.0,8.640987597877148
0.0001,3.0e-5,100,700,3.3333333333333335,1.0,0.5,371.9,11.259070417519673
0.0001,3.0e-5,100,800,3.3333333333333335,1.0,0.5,376.4,10.211105065891088
0.0001,3.0e-5,100,900,3.3333333333333335,1.0,0.5,395.1,8.582281488948935
0.0001,5.0e-5,100,25,2.0,0.0,0.5,123.3,12.57908316743845
0.0001,5.0e-5,100,50,2.0,0.0,0.5,216.4,13.175735273600484
0.0001,5.0e-5,100,75,2.0,0.0,0.5,276.1,9.32678341599551
0.0001,5.0e-5,100,100,2.0,0.0,0.5,331.3,15.713051899615172
0.0001,5.0e-5,100,200,2.0,0.0,0.5,463.0,19.362047641943477
0.0001,5.0e-5,100,300,2.0,0.0,0.5,542.4,15.45027867422174
0.0001,5.0e-5,100,400,2.0,0.0,0.5,588.8,14.710540438746634
0.0001,5.0e-5,100,500,2.0,0.0,0.5,630.3,14.228687766465168
0.0001,5.0e-5,100,600,2.0,0.0,0.5,650.8,18.56998773409515
0.0001,5.0e-5,100,700,2.0,0.0,0.5,681.7,21.582142824309383
0.0001,5.0e-5,100,800,2.0,0.0,0.5,701.2,14.327905949191909
0.0001,5.0e-5,100,900,2.0,0.0,0.5,710.7,17.944668041262595
0.0001,5.0e-5,100,25,2.0,0.0001,0.5,77.1,6.5226102477799826
0.0001,5.0e-5,100,50,2.0,0.0001,0.5,109.4,6.51835016617617
0.0001,5.0e-5,100,75,2.0,0.0001,0.5,135.0,10.445626410661598
0.0001,5.0e-5,100,100,2.0,0.0001,0.5,139.2,7.857056276579247
0.0001,5.0e-5,100,200,2.0,0.0001,0.5,175.8,11.583513188052137
0.0001,5.0e-5,100,300,2.0,0.0001,0.5,190.5,11.481869766433224
0.0001,5.0e-5,100,400,2.0,0.0001,0.5,197.1,13.395272798018462
0.0001,5.0e-5,100,500,2.0,0.0001,0.5,195.9,9.99388702046295
0.0001,5.0e-5,100,600,2.0,0.0001,0.5,200.1,13.477965556995446
0.0001,5.0e-5,100,700,2.0,0.0001,0.5,204.9,14.348441649802176
0.0001,5.0e-5,100,800,2.0,0.0001,0.5,204.2,13.48085061608997
0.0001,5.0e-5,100,900,2.0,0.0001,0.5,210.7,13.10682604175736
0.0001,5.0e-5,100,25,2.0,0.001,0.5,57.7,8.433399209228874
0.0001,5.0e-5,100,50,2.0,0.001,0.5,84.3,9.695932709704163
0.0001,5.0e-5,100,75,2.0,0.001,0.5,100.7,5.229191567005788
0.0001,5.0e-5,100,100,2.0,0.001,0.5,108.2,8.753412033157254
0.0001,5.0e-5,100,200,2.0,0.001,0.5,119.4,8.422192905255336
0.0001,5.0e-5,100,300,2.0,0.001,0.5,120.6,12.509551905999228
0.0001,5.0e-5,100,400,2.0,0.001,0.5,127.6,9.834180754445747
0.0001,5.0e-5,100,500,2.0,0.001,0.5,128.0,8.73053390247253
0.0001,5.0e-5,100,600,2.0,0.001,0.5,129.7,9.798525966241613
0.0001,5.0e-5,100,700,2.0,0.001,0.5,140.0,10.873004286866728
0.0001,5.0e-5,100,800,2.0,0.001,0.5,135.9,7.738073260042048
0.0001,5.0e-5,100,900,2.0,0.001,0.5,142.7,8.932462644136214
0.0001,5.0e-5,100,25,2.0,0.025,0.5,54.0,6.5659052011974035
0.0001,5.0e-5,100,50,2.0,0.025,0.5,74.9,5.130518708885313
0.0001,5.0e-5,100,75,2.0,0.025,0.5,88.5,9.383792173506166
0.0001,5.0e-5,100,100,2.0,0.025,0.5,98.9,10.027185270276222
0.0001,5.0e-5,100,200,2.0,0.025,0.5,109.9,7.475143997126595
0.0001,5.0e-5,100,300,2.0,0.025,0.5,118.5,5.126185499743233
0.0001,5.0e-5,100,400,2.0,0.025,0.5,124.0,11.045361017187261
0.0001,5.0e-5,100,500,2.0,0.025,0.5,131.3,9.978309810116475
0.0001,5.0e-5,100,600,2.0,0.025,0.5,139.6,12.65964717781134
0.0001,5.0e-5,100,700,2.0,0.025,0.5,137.2,12.227473619317733
0.0001,5.0e-5,100,800,2.0,0.025,0.5,132.6,11.027239001672179
0.0001,5.0e-5,100,900,2.0,0.025,0.5,139.4,10.362324921453572
0.0001,5.0e-5,100,25,2.0,0.05,0.5,49.5,7.106335201775948
0.0001,5.0e-5,100,50,2.0,0.05,0.5,78.9,7.894442489639292
0.0001,5.0e-5,100,75,2.0,0.05,0.5,93.5,7.027722880769338
0.0001,5.0e-5,100,100,2.0,0.05,0.5,99.3,7.288499312082167
0.0001,5.0e-5,100,200,2.0,0.05,0.5,115.2,9.065195959149355
0.0001,5.0e-5,100,300,2.0,0.05,0.5,120.1,10.545667883596142
0.0001,5.0e-5,100,400,2.0,0.05,0.5,129.5,4.766783215358364
0.0001,5.0e-5,100,500,2.0,0.05,0.5,136.5,5.441609239104836
0.0001,5.0e-5,100,600,2.0,0.05,0.5,137.2,8.482662055955993
0.0001,5.0e-5,100,700,2.0,0.05,0.5,135.0,13.232955494186138
0.0001,5.0e-5,100,800,2.0,0.05,0.5,144.2,12.968337510173685
0.0001,5.0e-5,100,900,2.0,0.05,0.5,150.6,9.106774035482232
0.0001,5.0e-5,100,25,2.0,0.075,0.5,54.4,6.603029607687671
0.0001,5.0e-5,100,50,2.0,0.075,0.5,78.0,10.370899457402697
0.0001,5.0e-5,100,75,2.0,0.075,0.5,86.2,6.44291169511977
0.0001,5.0e-5,100,100,2.0,0.075,0.5,100.8,7.146094504459528
0.0001,5.0e-5,100,200,2.0,0.075,0.5,119.1,10.774970997640782
0.0001,5.0e-5,100,300,2.0,0.075,0.5,131.7,8.152027695951208
0.0001,5.0e-5,100,400,2.0,0.075,0.5,131.4,10.668749796589205
0.0001,5.0e-5,100,500,2.0,0.075,0.5,137.6,11.007068436034888
0.0001,5.0e-5,100,600,2.0,0.075,0.5,142.0,13.341664064126334
0.0001,5.0e-5,100,700,2.0,0.075,0.5,138.3,8.781925883439364
0.0001,5.0e-5,100,800,2.0,0.075,0.5,138.0,7.3181661333667165
0.0001,5.0e-5,100,900,2.0,0.075,0.5,153.2,9.496198069637014
0.0001,5.0e-5,100,25,2.0,0.1,0.5,54.0,5.011098792790969
0.0001,5.0e-5,100,50,2.0,0.1,0.5,79.4,8.474799243771043
0.0001,5.0e-5,100,75,2.0,0.1,0.5,94.7,6.447221623821123
0.0001,5.0e-5,100,100,2.0,0.1,0.5,104.4,4.926120853842978
0.0001,5.0e-5,100,200,2.0,0.1,0.5,117.8,8.256983576208553
0.0001,5.0e-5,100,300,2.0,0.1,0.5,127.4,6.397916327472042
0.0001,5.0e-5,100,400,2.0,0.1,0.5,132.2,11.262523893179736
0.0001,5.0e-5,100,500,2.0,0.1,0.5,136.4,11.393955512561133
0.0001,5.0e-5,100,600,2.0,0.1,0.5,143.7,10.791457526930992
0.0001,5.0e-5,100,700,2.0,0.1,0.5,138.5,7.412451985979028
0.0001,5.0e-5,100,800,2.0,0.1,0.5,147.0,7.874007874011811
0.0001,5.0e-5,100,900,2.0,0.1,0.5,147.9,11.836384583140243
0.0001,5.0e-5,100,25,2.0,0.2,0.5,55.8,6.196773353931867
0.0001,5.0e-5,100,50,2.0,0.2,0.5,81.1,8.748968193132516
0.0001,5.0e-5,100,75,2.0,0.2,0.5,96.1,7.430417963419764
0.0001,5.0e-5,100,100,2.0,0.2,0.5,103.0,6.146362971528592
0.0001,5.0e-5,100,200,2.0,0.2,0.5,117.3,8.246884933786278
0.0001,5.0e-5,100,300,2.0,0.2,0.5,130.8,9.402127418834526
0.0001,5.0e-5,100,400,2.0,0.2,0.5,133.3,8.40700765895796
0.0001,5.0e-5,100,500,2.0,0.2,0.5,138.9,8.504247304860215
0.0001,5.0e-5,100,600,2.0,0.2,0.5,142.3,9.922477289243629
0.0001,5.0e-5,100,700,2.0,0.2,0.5,147.8,9.531235200352809
0.0001,5.0e-5,100,800,2.0,0.2,0.5,144.8,8.715248450592533
0.0001,5.0e-5,100,900,2.0,0.2,0.5,152.9,12.502888555138858
0.0001,5.0e-5,100,25,2.0,0.4,0.5,55.5,4.034572812303401
0.0001,5.0e-5,100,50,2.0,0.4,0.5,80.1,5.70477382938574
0.0001,5.0e-5,100,75,2.0,0.4,0.5,99.0,8.498365855987975
0.0001,5.0e-5,100,100,2.0,0.4,0.5,103.4,10.211105065891088
0.0001,5.0e-5,100,200,2.0,0.4,0.5,125.9,8.812238963825003
0.0001,5.0e-5,100,300,2.0,0.4,0.5,132.9,10.49285471165974
0.0001,5.0e-5,100,400,2.0,0.4,0.5,135.8,7.330302403948512
0.0001,5.0e-5,100,500,2.0,0.4,0.5,142.6,13.401492454200763
0.0001,5.0e-5,100,600,2.0,0.4,0.5,143.4,11.266469426281391
0.0001,5.0e-5,100,700,2.0,0.4,0.5,145.7,9.877584050093763
0.0001,5.0e-5,100,800,2.0,0.4,0.5,151.9,11.901913945057558
0.0001,5.0e-5,100,900,2.0,0.4,0.5,152.2,8.59974159818512
0.0001,5.0e-5,100,25,2.0,0.6,0.5,59.7,5.186520991955977
0.0001,5.0e-5,100,50,2.0,0.6,0.5,80.8,7.450577904505872
0.0001,5.0e-5,100,75,2.0,0.6,0.5,92.5,8.031189202104505
0.0001,5.0e-5,100,100,2.0,0.6,0.5,103.4,10.595596569644705
0.0001,5.0e-5,100,200,2.0,0.6,0.5,121.3,8.097324661063471
0.0001,5.0e-5,100,300,2.0,0.6,0.5,134.2,5.9962951524716965
0.0001,5.0e-5,100,400,2.0,0.6,0.5,138.9,7.156193898373011
0.0001,5.0e-5,100,500,2.0,0.6,0.5,144.7,6.880729935438859
0.0001,5.0e-5,100,600,2.0,0.6,0.5,141.1,10.74399056837511
0.0001,5.0e-5,100,700,2.0,0.6,0.5,149.0,9.7182531580755
0.0001,5.0e-5,100,800,2.0,0.6,0.5,150.5,8.959786703810408
0.0001,5.0e-5,100,900,2.0,0.6,0.5,154.1,13.690629398728655
0.0001,5.0e-5,100,25,2.0,0.8,0.5,58.1,5.23768396653839
0.0001,5.0e-5,100,50,2.0,0.8,0.5,79.8,9.052930771609576
0.0001,5.0e-5,100,75,2.0,0.8,0.5,99.7,6.945022198188666
0.0001,5.0e-5,100,100,2.0,0.8,0.5,105.1,5.321862664727663
0.0001,5.0e-5,100,200,2.0,0.8,0.5,122.4,5.501514942874069
0.0001,5.0e-5,100,300,2.0,0.8,0.5,131.3,11.499275339486978
0.0001,5.0e-5,100,400,2.0,0.8,0.5,139.2,13.06224414954116
0.0001,5.0e-5,100,500,2.0,0.8,0.5,141.6,8.566082989195108
0.0001,5.0e-5,100,600,2.0,0.8,0.5,149.2,10.184956226382779
0.0001,5.0e-5,100,700,2.0,0.8,0.5,148.8,8.586811592979862
0.0001,5.0e-5,100,800,2.0,0.8,0.5,152.8,13.423031616508165
0.0001,5.0e-5,100,900,2.0,0.8,0.5,160.8,10.829999487021636
0.0001,5.0e-5,100,25,2.0,1.0,0.5,59.6,5.58171618371586
0.0001,5.0e-5,100,50,2.0,1.0,0.5,89.3,8.313977521152088
0.0001,5.0e-5,100,75,2.0,1.0,0.5,97.7,5.121848624601603
