Pred_velo,Prey_velo,PredN,PreyN,Speed,Prey_vis,Pred_vis,Encounter,Enc_sd
0.0001,5.0e-5,100,100,2.0,1.0,0.5,111.0,8.353309390761112
0.0001,5.0e-5,100,200,2.0,1.0,0.5,123.0,7.586537784494028
0.0001,5.0e-5,100,300,2.0,1.0,0.5,133.8,10.942272768183644
0.0001,5.0e-5,100,400,2.0,1.0,0.5,144.5,7.261006970263988
0.0001,5.0e-5,100,500,2.0,1.0,0.5,140.8,8.534895690308373
0.0001,5.0e-5,100,600,2.0,1.0,0.5,148.3,14.568230274584945
0.0001,5.0e-5,100,700,2.0,1.0,0.5,157.7,7.6601421512774674
0.0001,5.0e-5,100,800,2.0,1.0,0.5,153.1,10.640071010623526
0.0001,5.0e-5,100,900,2.0,1.0,0.5,160.3,12.763228431709589
0.0001,7.0e-5,100,25,1.4285714285714288,0.0,0.5,119.0,8.013876853447538
0.0001,7.0e-5,100,50,1.4285714285714288,0.0,0.5,199.2,7.728734264634367
0.0001,7.0e-5,100,75,1.4285714285714288,0.0,0.5,262.9,15.044009512833412
0.0001,7.0e-5,100,100,1.4285714285714288,0.0,0.5,303.9,9.085397319019373
0.0001,7.0e-5,100,200,1.4285714285714288,0.0,0.5,435.7,12.771931029496763
0.0001,7.0e-5,100,300,1.4285714285714288,0.0,0.5,497.6,17.90840894973954
0.0001,7.0e-5,100,400,1.4285714285714288,0.0,0.5,549.3,13.896842167277507
0.0001,7.0e-5,100,500,1.4285714285714288,0.0,0.5,575.4,13.217833071691865
0.0001,7.0e-5,100,600,1.4285714285714288,0.0,0.5,609.6,9.709102258533827
0.0001,7.0e-5,100,700,1.4285714285714288,0.0,0.5,637.0,9.177266598624136
0.0001,7.0e-5,100,800,1.4285714285714288,0.0,0.5,659.0,11.175369742826806
0.0001,7.0e-5,100,900,1.4285714285714288,0.0,0.5,672.3,18.666964283341724
0.0001,7.0e-5,100,25,1.4285714285714288,0.0001,0.5,46.6,4.695151163109069
0.0001,7.0e-5,100,50,1.4285714285714288,0.0001,0.5,58.5,5.602578771323871
0.0001,7.0e-5,100,75,1.4285714285714288,0.0001,0.5,62.7,6.129165250396392
0.0001,7.0e-5,100,100,1.4285714285714288,0.0001,0.5,65.2,9.138441393974746
0.0001,7.0e-5,100,200,1.4285714285714288,0.0001,0.5,64.1,6.402256546631733
0.0001,7.0e-5,100,300,1.4285714285714288,0.0001,0.5,58.4,7.6623176070371235
0.0001,7.0e-5,100,400,1.4285714285714288,0.0001,0.5,61.6,5.420127099780759
0.0001,7.0e-5,100,500,1.4285714285714288,0.0001,0.5,61.9,7.504813270310076
0.0001,7.0e-5,100,600,1.4285714285714288,0.0001,0.5,60.9,9.78036581910695
0.0001,7.0e-5,100,700,1.4285714285714288,0.0001,0.5,59.5,8.23609940040389
0.0001,7.0e-5,100,800,1.4285714285714288,0.0001,0.5,58.4,7.396695959082753
0.0001,7.0e-5,100,900,1.4285714285714288,0.0001,0.5,59.8,4.685675570881488
0.0001,7.0e-5,100,25,1.4285714285714288,0.001,0.5,34.4,6.931409989637349
0.0001,7.0e-5,100,50,1.4285714285714288,0.001,0.5,38.9,6.505553183413554
0.0001,7.0e-5,100,75,1.4285714285714288,0.001,0.5,42.4,5.358275012642699
0.0001,7.0e-5,100,100,1.4285714285714288,0.001,0.5,35.8,6.250333324444918
0.0001,7.0e-5,100,200,1.4285714285714288,0.001,0.5,34.9,5.087020520675908
0.0001,7.0e-5,100,300,1.4285714285714288,0.001,0.5,34.7,8.920014947670584
0.0001,7.0e-5,100,400,1.4285714285714288,0.001,0.5,34.1,7.125073099040224
0.0001,7.0e-5,100,500,1.4285714285714288,0.001,0.5,32.7,4.762119042797837
0.0001,7.0e-5,100,600,1.4285714285714288,0.001,0.5,34.4,4.5995168828427575
0.0001,7.0e-5,100,700,1.4285714285714288,0.001,0.5,36.5,5.060742150229659
0.0001,7.0e-5,100,800,1.4285714285714288,0.001,0.5,32.3,6.395310782127793
0.0001,7.0e-5,100,900,1.4285714285714288,0.001,0.5,36.3,6.111010100175293
0.0001,7.0e-5,100,25,1.4285714285714288,0.025,0.5,29.9,4.976611966656298
0.0001,7.0e-5,100,50,1.4285714285714288,0.025,0.5,38.7,5.6774407379851475
0.0001,7.0e-5,100,75,1.4285714285714288,0.025,0.5,37.8,4.541169697580373
0.0001,7.0e-5,100,100,1.4285714285714288,0.025,0.5,40.0,4.69041575982343
0.0001,7.0e-5,100,200,1.4285714285714288,0.025,0.5,40.8,4.417138339593985
0.0001,7.0e-5,100,300,1.4285714285714288,0.025,0.5,43.3,7.717944458640957
0.0001,7.0e-5,100,400,1.4285714285714288,0.025,0.5,41.4,5.125101625008686
0.0001,7.0e-5,100,500,1.4285714285714288,0.025,0.5,43.7,2.6267851073127395
0.0001,7.0e-5,100,600,1.4285714285714288,0.025,0.5,40.0,6.429100507328637
0.0001,7.0e-5,100,700,1.4285714285714288,0.025,0.5,41.8,3.4253953543107016
0.0001,7.0e-5,100,800,1.4285714285714288,0.025,0.5,42.0,5.477225575051661
0.0001,7.0e-5,100,900,1.4285714285714288,0.025,0.5,40.6,5.660781257427675
0.0001,7.0e-5,100,25,1.4285714285714288,0.05,0.5,27.4,5.561774297230456
0.0001,7.0e-5,100,50,1.4285714285714288,0.05,0.5,38.6,4.1952353926806065
0.0001,7.0e-5,100,75,1.4285714285714288,0.05,0.5,36.8,3.489667287547307
0.0001,7.0e-5,100,100,1.4285714285714288,0.05,0.5,41.8,5.223876806442594
0.0001,7.0e-5,100,200,1.4285714285714288,0.05,0.5,40.2,4.7093288033198295
0.0001,7.0e-5,100,300,1.4285714285714288,0.05,0.5,38.4,4.427188724235731
0.0001,7.0e-5,100,400,1.4285714285714288,0.05,0.5,43.7,3.917198545446024
0.0001,7.0e-5,100,500,1.4285714285714288,0.05,0.5,44.1,7.202622979011033
0.0001,7.0e-5,100,600,1.4285714285714288,0.05,0.5,41.9,5.466056876558985
0.0001,7.0e-5,100,700,1.4285714285714288,0.05,0.5,46.9,6.2084172253839744
0.0001,7.0e-5,100,800,1.4285714285714288,0.05,0.5,42.5,6.851601597031489
0.0001,7.0e-5,100,900,1.4285714285714288,0.05,0.5,43.6,4.993328882953068
0.0001,7.0e-5,100,25,1.4285714285714288,0.075,0.5,31.1,5.466056876558985
0.0001,7.0e-5,100,50,1.4285714285714288,0.075,0.5,40.5,5.720334100576838
0.0001,7.0e-5,100,75,1.4285714285714288,0.075,0.5,44.0,7.086763875156433
0.0001,7.0e-5,100,100,1.4285714285714288,0.075,0.5,43.7,5.907622195096772
0.0001,7.0e-5,100,200,1.4285714285714288,0.075,0.5,41.8,5.533734925185902
0.0001,7.0e-5,100,300,1.4285714285714288,0.075,0.5,42.5,6.168918507773916
0.0001,7.0e-5,100,400,1.4285714285714288,0.075,0.5,42.1,6.367451958550173
0.0001,7.0e-5,100,500,1.4285714285714288,0.075,0.5,46.3,6.992853494818835
0.0001,7.0e-5,100,600,1.4285714285714288,0.075,0.5,42.9,7.504813270310076
0.0001,7.0e-5,100,700,1.4285714285714288,0.075,0.5,42.2,4.022160834399561
0.0001,7.0e-5,100,800,1.4285714285714288,0.075,0.5,44.1,7.475143997126596
0.0001,7.0e-5,100,900,1.4285714285714288,0.075,0.5,46.1,7.264066813202276
0.0001,7.0e-5,100,25,1.4285714285714288,0.1,0.5,29.2,3.9944405810520647
0.0001,7.0e-5,100,50,1.4285714285714288,0.1,0.5,37.2,6.713171133426189
0.0001,7.0e-5,100,75,1.4285714285714288,0.1,0.5,37.5,4.994441354590566
0.0001,7.0e-5,100,100,1.4285714285714288,0.1,0.5,43.1,9.024041962077378
0.0001,7.0e-5,100,200,1.4285714285714288,0.1,0.5,41.7,5.907622195096772
0.0001,7.0e-5,100,300,1.4285714285714288,0.1,0.5,45.2,3.8815804341359037
0.0001,7.0e-5,100,400,1.4285714285714288,0.1,0.5,43.1,6.919376979018977
0.0001,7.0e-5,100,500,1.4285714285714288,0.1,0.5,42.8,8.651268372004445
0.0001,7.0e-5,100,600,1.4285714285714288,0.1,0.5,44.7,5.27151675411251
0.0001,7.0e-5,100,700,1.4285714285714288,0.1,0.5,47.6,5.853773711604051
0.0001,7.0e-5,100,800,1.4285714285714288,0.1,0.5,46.9,7.752418977325723
0.0001,7.0e-5,100,900,1.4285714285714288,0.1,0.5,47.1,5.7242175593408975
0.0001,7.0e-5,100,25,1.4285714285714288,0.2,0.5,29.7,2.62678510731274
0.0001,7.0e-5,100,50,1.4285714285714288,0.2,0.5,38.5,3.719318934070233
0.0001,7.0e-5,100,75,1.4285714285714288,0.2,0.5,39.6,5.910442735813733
0.0001,7.0e-5,100,100,1.4285714285714288,0.2,0.5,38.6,6.535373831014651
0.0001,7.0e-5,100,200,1.4285714285714288,0.2,0.5,42.3,5.355163655555055
0.0001,7.0e-5,100,300,1.4285714285714288,0.2,0.5,44.9,7.187179944564875
0.0001,7.0e-5,100,400,1.4285714285714288,0.2,0.5,44.8,10.152175464730043
0.0001,7.0e-5,100,500,1.4285714285714288,0.2,0.5,43.6,5.059644256269407
0.0001,7.0e-5,100,600,1.4285714285714288,0.2,0.5,46.8,5.750362307426087
0.0001,7.0e-5,100,700,1.4285714285714288,0.2,0.5,47.8,5.827139568909908
0.0001,7.0e-5,100,800,1.4285714285714288,0.2,0.5,44.1,5.173651192984184
0.0001,7.0e-5,100,900,1.4285714285714288,0.2,0.5,47.6,5.777350411544878
0.0001,7.0e-5,100,25,1.4285714285714288,0.4,0.5,29.9,4.2282121254470875
0.0001,7.0e-5,100,50,1.4285714285714288,0.4,0.5,39.4,5.015531433014408
0.0001,7.0e-5,100,75,1.4285714285714288,0.4,0.5,38.8,5.613475849338902
0.0001,7.0e-5,100,100,1.4285714285714288,0.4,0.5,43.6,6.603029607687671
0.0001,7.0e-5,100,200,1.4285714285714288,0.4,0.5,46.5,5.681353516353104
0.0001,7.0e-5,100,300,1.4285714285714288,0.4,0.5,46.4,5.399588461684424
0.0001,7.0e-5,100,400,1.4285714285714288,0.4,0.5,42.8,6.214677966091423
0.0001,7.0e-5,100,500,1.4285714285714288,0.4,0.5,46.1,6.756889488185784
0.0001,7.0e-5,100,600,1.4285714285714288,0.4,0.5,48.5,6.078194176270157
0.0001,7.0e-5,100,700,1.4285714285714288,0.4,0.5,46.6,3.806427312965386
0.0001,7.0e-5,100,800,1.4285714285714288,0.4,0.5,47.4,7.904991390816875
0.0001,7.0e-5,100,900,1.4285714285714288,0.4,0.5,49.5,7.3824115301167
0.0001,7.0e-5,100,25,1.4285714285714288,0.6,0.5,33.0,3.496029493900505
0.0001,7.0e-5,100,50,1.4285714285714288,0.6,0.5,39.9,6.723920813863821
0.0001,7.0e-5,100,75,1.4285714285714288,0.6,0.5,41.4,3.7475918193480524
0.0001,7.0e-5,100,100,1.4285714285714288,0.6,0.5,44.9,5.1305187088853135
0.0001,7.0e-5,100,200,1.4285714285714288,0.6,0.5,46.5,7.245688373094719
0.0001,7.0e-5,100,300,1.4285714285714288,0.6,0.5,45.3,7.0561242115547325
0.0001,7.0e-5,100,400,1.4285714285714288,0.6,0.5,43.0,7.4981479194679945
0.0001,7.0e-5,100,500,1.4285714285714288,0.6,0.5,47.5,8.682677518420737
0.0001,7.0e-5,100,600,1.4285714285714288,0.6,0.5,47.8,7.360555534589613
0.0001,7.0e-5,100,700,1.4285714285714288,0.6,0.5,51.8,4.157990967870047
0.0001,7.0e-5,100,800,1.4285714285714288,0.6,0.5,50.2,8.740709353364863
0.0001,7.0e-5,100,900,1.4285714285714288,0.6,0.5,49.1,9.689054534771584
0.0001,7.0e-5,100,25,1.4285714285714288,0.8,0.5,33.7,6.056218108504496
0.0001,7.0e-5,100,50,1.4285714285714288,0.8,0.5,43.4,3.40587727318528
0.0001,7.0e-5,100,75,1.4285714285714288,0.8,0.5,43.7,5.518655230720212
0.0001,7.0e-5,100,100,1.4285714285714288,0.8,0.5,46.6,7.058485830702094
0.0001,7.0e-5,100,200,1.4285714285714288,0.8,0.5,46.5,7.230337321161287
0.0001,7.0e-5,100,300,1.4285714285714288,0.8,0.5,48.9,8.924996109554085
0.0001,7.0e-5,100,400,1.4285714285714288,0.8,0.5,46.5,6.363961030678928
0.0001,7.0e-5,100,500,1.4285714285714288,0.8,0.5,45.9,6.190494505467412
0.0001,7.0e-5,100,600,1.4285714285714288,0.8,0.5,49.7,9.90005611656374
0.0001,7.0e-5,100,700,1.4285714285714288,0.8,0.5,50.5,8.181958472422385
0.0001,7.0e-5,100,800,1.4285714285714288,0.8,0.5,46.6,7.560129334578579
0.0001,7.0e-5,100,900,1.4285714285714288,0.8,0.5,51.7,2.9458068127047605
0.0001,7.0e-5,100,25,1.4285714285714288,1.0,0.5,31.9,3.6953424138441564
0.0001,7.0e-5,100,50,1.4285714285714288,1.0,0.5,44.0,3.858612300930075
0.0001,7.0e-5,100,75,1.4285714285714288,1.0,0.5,43.6,3.657564459825387
0.0001,7.0e-5,100,100,1.4285714285714288,1.0,0.5,45.2,7.405703507732702
0.0001,7.0e-5,100,200,1.4285714285714288,1.0,0.5,47.0,8.151346173758322
0.0001,7.0e-5,100,300,1.4285714285714288,1.0,0.5,45.8,6.338594306135847
0.0001,7.0e-5,100,400,1.4285714285714288,1.0,0.5,44.6,3.5962943891363133
0.0001,7.0e-5,100,500,1.4285714285714288,1.0,0.5,47.0,5.312459150169742
0.0001,7.0e-5,100,600,1.4285714285714288,1.0,0.5,48.5,7.5314156851300025
0.0001,7.0e-5,100,700,1.4285714285714288,1.0,0.5,49.8,7.405703507732702
0.0001,7.0e-5,100,800,1.4285714285714288,1.0,0.5,51.3,5.578729445153459
0.0001,7.0e-5,100,900,1.4285714285714288,1.0,0.5,50.6,9.547541859324607
0.0001,0.0001,100,25,1.0,0.0,0.5,105.1,8.359292899389144
0.0001,0.0001,100,50,1.0,0.0,0.5,187.7,9.87758405009376
0.0001,0.0001,100,75,1.0,0.0,0.5,231.2,7.083627444874397
0.0001,0.0001,100,100,1.0,0.0,0.5,279.5,9.204467514322717
0.0001,0.0001,100,200,1.0,0.0,0.5,389.7,15.528110710006617
0.0001,0.0001,100,300,1.0,0.0,0.5,432.9,9.791719858011552
0.0001,0.0001,100,400,1.0,0.0,0.5,474.4,8.071899129421498
0.0001,0.0001,100,500,1.0,0.0,0.5,500.9,10.093452222989802
0.0001,0.0001,100,600,1.0,0.0,0.5,531.3,15.578118557058737
0.0001,0.0001,100,700,1.0,0.0,0.5,544.4,21.20901275925455
0.0001,0.0001,100,800,1.0,0.0,0.5,546.8,20.96452029289273
0.0001,0.0001,100,900,1.0,0.0,0.5,558.9,8.621033709609435
0.0001,0.0001,100,25,1.0,0.0001,0.5,28.8,3.5213633723318014
0.0001,0.0001,100,50,1.0,0.0001,0.5,30.7,4.945255863507525
0.0001,0.0001,100,75,1.0,0.0001,0.5,24.7,2.7100635498903793
0.0001,0.0001,100,100,1.0,0.0001,0.5,23.4,4.835057163858332
0.0001,0.0001,100,200,1.0,0.0001,0.5,13.0,4.447221354708778
0.0001,0.0001,100,300,1.0,0.0001,0.5,8.9,2.923088169119167
0.0001,0.0001,100,400,1.0,0.0001,0.5,7.2,3.4896672875473063
0.0001,0.0001,100,500,1.0,0.0001,0.5,7.1,2.183269719175042
0.0001,0.0001,100,600,1.0,0.0001,0.5,5.1,2.8460498941515415
0.0001,0.0001,100,700,1.0,0.0001,0.5,6.7,2.263232692902394
0.0001,0.0001,100,800,1.0,0.0001,0.5,5.7,1.5670212364724212
0.0001,0.0001,100,900,1.0,0.0001,0.5,3.1,1.5951314818673865
0.0001,0.0001,100,25,1.0,0.001,0.5,13.6,3.339993346633426
0.0001,0.0001,100,50,1.0,0.001,0.5,15.2,4.049691346263317
0.0001,0.0001,100,75,1.0,0.001,0.5,11.8,4.1041983924323695
0.0001,0.0001,100,100,1.0,0.001,0.5,13.3,4.001388647846033
0.0001,0.0001,100,200,1.0,0.001,0.5,8.4,3.0983866769659336
0.0001,0.0001,100,300,1.0,0.001,0.5,7.8,3.0840089349921005
0.0001,0.0001,100,400,1.0,0.001,0.5,5.9,1.7919573407620817
0.0001,0.0001,100,500,1.0,0.001,0.5,5.8,1.3984117975602022
0.0001,0.0001,100,600,1.0,0.001,0.5,6.2,4.077035960378841
0.0001,0.0001,100,700,1.0,0.001,0.5,5.7,3.2335051500740732
0.0001,0.0001,100,800,1.0,0.001,0.5,6.8,3.32665998663324
0.0001,0.0001,100,900,1.0,0.001,0.5,7.2,3.852848873813304
0.0001,0.0001,100,25,1.0,0.025,0.5,14.6,4.788875998951459
0.0001,0.0001,100,50,1.0,0.025,0.5,17.1,3.314949304120485
0.0001,0.0001,100,75,1.0,0.025,0.5,15.5,4.034572812303401
0.0001,0.0001,100,100,1.0,0.025,0.5,17.3,3.772709017845577
0.0001,0.0001,100,200,1.0,0.025,0.5,15.4,3.9214509786273974
0.0001,0.0001,100,300,1.0,0.025,0.5,17.8,3.6453928305312844
0.0001,0.0001,100,400,1.0,0.025,0.5,16.2,4.184627953726724
0.0001,0.0001,100,500,1.0,0.025,0.5,16.8,4.237399621885521
0.0001,0.0001,100,600,1.0,0.025,0.5,15.3,4.595891885393108
0.0001,0.0001,100,700,1.0,0.025,0.5,14.7,4.522781838156198
0.0001,0.0001,100,800,1.0,0.025,0.5,16.2,4.263540521418529
0.0001,0.0001,100,900,1.0,0.025,0.5,14.4,2.590581230363393
0.0001,0.0001,100,25,1.0,0.05,0.5,14.7,3.0568684048294332
0.0001,0.0001,100,50,1.0,0.05,0.5,16.9,3.9285281382896233
0.0001,0.0001,100,75,1.0,0.05,0.5,16.9,4.483302354291979
0.0001,0.0001,100,100,1.0,0.05,0.5,16.7,2.9458068127047605
0.0001,0.0001,100,200,1.0,0.05,0.5,16.5,3.9510898637098992
0.0001,0.0001,100,300,1.0,0.05,0.5,14.2,3.259175083088085
0.0001,0.0001,100,400,1.0,0.05,0.5,18.7,4.762119042797837
0.0001,0.0001,100,500,1.0,0.05,0.5,13.1,3.381321240777536
0.0001,0.0001,100,600,1.0,0.05,0.5,12.3,3.368151487751767
0.0001,0.0001,100,700,1.0,0.05,0.5,15.7,3.3349995835415367
0.0001,0.0001,100,800,1.0,0.05,0.5,14.3,4.854551129266914
0.0001,0.0001,100,900,1.0,0.05,0.5,13.7,2.7100635498903793
0.0001,0.0001,100,25,1.0,0.075,0.5,17.3,3.0203016773531446
0.0001,0.0001,100,50,1.0,0.075,0.5,17.1,5.043147165543886
0.0001,0.0001,100,75,1.0,0.075,0.5,14.1,3.3482997343593826
0.0001,0.0001,100,100,1.0,0.075,0.5,16.5,3.13581462037113
0.0001,0.0001,100,200,1.0,0.075,0.5,13.7,4.595891885393108
0.0001,0.0001,100,300,1.0,0.075,0.5,15.9,3.8715486421958962
0.0001,0.0001,100,400,1.0,0.075,0.5,15.2,4.1041983924323695
0.0001,0.0001,100,500,1.0,0.075,0.5,16.4,5.211099265563415
0.0001,0.0001,100,600,1.0,0.075,0.5,16.1,3.142893217686179
0.0001,0.0001,100,700,1.0,0.075,0.5,17.6,4.033195589934446
0.0001,0.0001,100,800,1.0,0.075,0.5,15.4,4.857983120596448
0.0001,0.0001,100,900,1.0,0.075,0.5,13.9,2.998147576235848
0.0001,0.0001,100,25,1.0,0.1,0.5,16.2,2.6161889160464775
0.0001,0.0001,100,50,1.0,0.1,0.5,17.7,3.9171985454460234
0.0001,0.0001,100,75,1.0,0.1,0.5,16.0,2.8674417556808756
0.0001,0.0001,100,100,1.0,0.1,0.5,19.7,6.3604681868204915
0.0001,0.0001,100,200,1.0,0.1,0.5,19.2,4.685675570881488
0.0001,0.0001,100,300,1.0,0.1,0.5,14.7,3.653004851412662
0.0001,0.0001,100,400,1.0,0.1,0.5,13.8,2.6583202716502514
0.0001,0.0001,100,500,1.0,0.1,0.5,14.5,4.478342947514801
0.0001,0.0001,100,600,1.0,0.1,0.5,14.8,3.552776691859794
0.0001,0.0001,100,700,1.0,0.1,0.5,14.6,4.402019738458447
0.0001,0.0001,100,800,1.0,0.1,0.5,15.5,6.620674688680402
0.0001,0.0001,100,900,1.0,0.1,0.5,14.6,4.087922591134904
0.0001,0.0001,100,25,1.0,0.2,0.5,16.0,2.943920288775949
0.0001,0.0001,100,50,1.0,0.2,0.5,17.1,2.4698178070456938
0.0001,0.0001,100,75,1.0,0.2,0.5,16.0,5.637178175095921
0.0001,0.0001,100,100,1.0,0.2,0.5,15.8,1.8737959096740262
0.0001,0.0001,100,200,1.0,0.2,0.5,16.7,5.355163655555055
0.0001,0.0001,100,300,1.0,0.2,0.5,15.8,6.613118276073196
0.0001,0.0001,100,400,1.0,0.2,0.5,16.5,3.6285901761795403
0.0001,0.0001,100,500,1.0,0.2,0.5,13.5,3.13581462037113
0.0001,0.0001,100,600,1.0,0.2,0.5,14.5,2.3213980461973533
0.0001,0.0001,100,700,1.0,0.2,0.5,15.4,4.9035134795822115
0.0001,0.0001,100,800,1.0,0.2,0.5,12.6,2.836272984824353
0.0001,0.0001,100,900,1.0,0.2,0.5,15.8,4.825856285561029
0.0001,0.0001,100,25,1.0,0.4,0.5,15.1,3.4785054261852175
0.0001,0.0001,100,50,1.0,0.4,0.5,16.8,3.8815804341359037
0.0001,0.0001,100,75,1.0,0.4,0.5,16.5,3.6285901761795403
0.0001,0.0001,100,100,1.0,0.4,0.5,16.6,3.272783388968954
0.0001,0.0001,100,200,1.0,0.4,0.5,17.9,4.332051092342595
0.0001,0.0001,100,300,1.0,0.4,0.5,15.7,2.7100635498903793
0.0001,0.0001,100,400,1.0,0.4,0.5,16.6,3.687817782917155
0.0001,0.0001,100,500,1.0,0.4,0.5,14.9,2.5144029554194813
0.0001,0.0001,100,600,1.0,0.4,0.5,15.4,4.29987079909256
0.0001,0.0001,100,700,1.0,0.4,0.5,14.9,4.357624225296267
0.0001,0.0001,100,800,1.0,0.4,0.5,16.6,3.717824931626316
0.0001,0.0001,100,900,1.0,0.4,0.5,11.6,3.9214509786273983
0.0001,0.0001,100,25,1.0,0.6,0.5,16.0,4.737556801183965
0.0001,0.0001,100,50,1.0,0.6,0.5,19.5,4.8362060428489695
0.0001,0.0001,100,75,1.0,0.6,0.5,18.0,3.197221015541813
0.0001,0.0001,100,100,1.0,0.6,0.5,15.3,4.498147766951785
0.0001,0.0001,100,200,1.0,0.6,0.5,14.6,4.005551702879947
0.0001,0.0001,100,300,1.0,0.6,0.5,14.8,5.750362307426087
0.0001,0.0001,100,400,1.0,0.6,0.5,15.6,4.141926551202418
0.0001,0.0001,100,500,1.0,0.6,0.5,18.4,2.836272984824353
0.0001,0.0001,100,600,1.0,0.6,0.5,14.9,4.1486276177925525
0.0001,0.0001,100,700,1.0,0.6,0.5,13.1,3.414023367751831
0.0001,0.0001,100,800,1.0,0.6,0.5,14.1,6.488451279003334
0.0001,0.0001,100,900,1.0,0.6,0.5,14.3,3.622460796505909
0.0001,0.0001,100,25,1.0,0.8,0.5,15.6,4.29987079909256
0.0001,0.0001,100,50,1.0,0.8,0.5,14.8,3.521363372331802
0.0001,0.0001,100,75,1.0,0.8,0.5,16.6,3.687817782917155
0.0001,0.0001,100,100,1.0,0.8,0.5,16.5,3.92286743197994
0.0001,0.0001,100,200,1.0,0.8,0.5,17.4,3.6878177829171546
0.0001,0.0001,100,300,1.0,0.8,0.5,16.0,2.748737083745107
0.0001,0.0001,100,400,1.0,0.8,0.5,13.4,4.005551702879947
0.0001,0.0001,100,500,1.0,0.8,0.5,15.8,3.0477678535099897
0.0001,0.0001,100,600,1.0,0.8,0.5,17.9,5.363456596884761
0.0001,0.0001,100,700,1.0,0.8,0.5,16.1,3.5418137224371984
0.0001,0.0001,100,800,1.0,0.8,0.5,15.4,5.680375574437544
0.0001,0.0001,100,900,1.0,0.8,0.5,13.8,3.8239014399199966
0.0001,0.0001,100,25,1.0,1.0,0.5,17.2,3.675746333890726
0.0001,0.0001,100,50,1.0,1.0,0.5,18.1,4.332051092342595
0.0001,0.0001,100,75,1.0,1.0,0.5,17.0,3.265986323710904
0.0001,0.0001,100,100,1.0,1.0,0.5,16.9,3.813717929323621
0.0001,0.0001,100,200,1.0,1.0,0.5,14.5,4.034572812303401
0.0001,0.0001,100,300,1.0,1.0,0.5,16.7,4.321779468896785
0.0001,0.0001,100,400,1.0,1.0,0.5,14.7,3.267686915507326
